-969.0,-5804.0
-528.0,-3158.0
393.0,2368.0
-796.0,-4766.0
591.0,3556.0
201.0,1216.0
704.0,4234.0
248.0,1498.0
-409.0,-2444.0
-507.0,-3032.0
748.0,4498.0
5.0,40.0
991.0,5956.0
280.0,1690.0
894.0,5374.0
451.0,2716.0
-50.0,-290.0
-110.0,-650.0
53.0,328.0
511.0,3076.0
611.0,3676.0
-867.0,-5192.0
894.0,5374.0
306.0,1846.0
-433.0,-2588.0
706.0,4246.0
903.0,5428.0
962.0,5782.0
-246.0,-1466.0
-310.0,-1850.0
962.0,5782.0
-334.0,-1994.0
-529.0,-3164.0
-794.0,-4754.0
680.0,4090.0
30.0,190.0
-588.0,-3518.0
507.0,3052.0
-597.0,-3572.0
304.0,1834.0
-469.0,-2804.0
-757.0,-4532.0
791.0,4756.0
484.0,2914.0
777.0,4672.0
952.0,5722.0
-205.0,-1220.0
86.0,526.0
176.0,1066.0
-336.0,-2006.0
-663.0,-3968.0
588.0,3538.0
-899.0,-5384.0
-576.0,-3446.0
-970.0,-5810.0
-754.0,-4514.0
992.0,5962.0
458.0,2758.0
-262.0,-1562.0
-161.0,-956.0
896.0,5386.0
-398.0,-2378.0
-947.0,-5672.0
-940.0,-5630.0
-320.0,-1910.0
-506.0,-3026.0
-630.0,-3770.0
-615.0,-3680.0
441.0,2656.0
334.0,2014.0
-533.0,-3188.0
-736.0,-4406.0
497.0,2992.0
468.0,2818.0
-196.0,-1166.0
30.0,190.0
368.0,2218.0
348.0,2098.0
-804.0,-4814.0
362.0,2182.0
-258.0,-1538.0
73.0,448.0
-862.0,-5162.0
376.0,2266.0
-515.0,-3080.0
-635.0,-3800.0
-716.0,-4286.0
394.0,2374.0
72.0,442.0
615.0,3700.0
227.0,1372.0
-312.0,-1862.0
-182.0,-1082.0
154.0,934.0
868.0,5218.0
-154.0,-914.0
-210.0,-1250.0
-270.0,-1610.0
-494.0,-2954.0
651.0,3916.0
944.0,5674.0
-967.0,-5792.0
411.0,2476.0
496.0,2986.0
369.0,2224.0
342.0,2062.0
-870.0,-5210.0
82.0,502.0
-171.0,-1016.0
283.0,1708.0
-499.0,-2984.0
-882.0,-5282.0
-18.0,-98.0
-30.0,-170.0
285.0,1720.0
656.0,3946.0
-275.0,-1640.0
-409.0,-2444.0
-967.0,-5792.0
113.0,688.0
245.0,1480.0
953.0,5728.0
-464.0,-2774.0
-418.0,-2498.0
-549.0,-3284.0
-455.0,-2720.0
819.0,4924.0
559.0,3364.0
-80.0,-470.0
-159.0,-944.0
1.0,16.0
-753.0,-4508.0
-572.0,-3422.0
945.0,5680.0
-974.0,-5834.0
374.0,2254.0
585.0,3520.0
-998.0,-5978.0
94.0,574.0
326.0,1966.0
825.0,4960.0
-46.0,-266.0
139.0,844.0
589.0,3544.0
-709.0,-4244.0
244.0,1474.0
872.0,5242.0
188.0,1138.0
498.0,2998.0
613.0,3688.0
420.0,2530.0
-964.0,-5774.0
-67.0,-392.0
-760.0,-4550.0
716.0,4306.0
475.0,2860.0
-322.0,-1922.0
-291.0,-1736.0
-615.0,-3680.0
765.0,4600.0
369.0,2224.0
198.0,1198.0
287.0,1732.0
-364.0,-2174.0
-709.0,-4244.0
-926.0,-5546.0
-899.0,-5384.0
-248.0,-1478.0
-141.0,-836.0
514.0,3094.0
635.0,3820.0
240.0,1450.0
-47.0,-272.0
-939.0,-5624.0
-955.0,-5720.0
265.0,1600.0
-604.0,-3614.0
-418.0,-2498.0
350.0,2110.0
-412.0,-2462.0
-104.0,-614.0
22.0,142.0
-6.0,-26.0
843.0,5068.0
-496.0,-2966.0
690.0,4150.0
693.0,4168.0
-614.0,-3674.0
-835.0,-5000.0
-728.0,-4358.0
-486.0,-2906.0
-469.0,-2804.0
-206.0,-1226.0
-420.0,-2510.0
733.0,4408.0
930.0,5590.0
-726.0,-4346.0
-233.0,-1388.0
-712.0,-4262.0
-838.0,-5018.0
-597.0,-3572.0
489.0,2944.0
-100.0,-590.0
-956.0,-5726.0
-373.0,-2228.0
-816.0,-4886.0
396.0,2386.0
-138.0,-818.0
-33.0,-188.0
271.0,1636.0
-255.0,-1520.0
823.0,4948.0
835.0,5020.0
-193.0,-1148.0
191.0,1156.0
-315.0,-1880.0
-532.0,-3182.0
880.0,5290.0
-159.0,-944.0
419.0,2524.0
-419.0,-2504.0
892.0,5362.0
696.0,4186.0
-653.0,-3908.0
-485.0,-2900.0
-180.0,-1070.0
-394.0,-2354.0
376.0,2266.0
-126.0,-746.0
-654.0,-3914.0
-818.0,-4898.0
80.0,490.0
789.0,4744.0
407.0,2452.0
-596.0,-3566.0
-38.0,-218.0
-999.0,-5984.0
-319.0,-1904.0
931.0,5596.0
-674.0,-4034.0
489.0,2944.0
-729.0,-4364.0
-574.0,-3434.0
-313.0,-1868.0
-264.0,-1574.0
-27.0,-152.0
-120.0,-710.0
985.0,5920.0
797.0,4792.0
-707.0,-4232.0
518.0,3118.0
-955.0,-5720.0
268.0,1618.0
4.0,34.0
940.0,5650.0
-247.0,-1472.0
106.0,646.0
-859.0,-5144.0
-987.0,-5912.0
330.0,1990.0
69.0,424.0
-585.0,-3500.0
508.0,3058.0
-607.0,-3632.0
-773.0,-4628.0
-198.0,-1178.0
651.0,3916.0
-390.0,-2330.0
-933.0,-5588.0
916.0,5506.0
-238.0,-1418.0
-169.0,-1004.0
-708.0,-4238.0
77.0,472.0
497.0,2992.0
-880.0,-5270.0
-595.0,-3560.0
549.0,3304.0
-756.0,-4526.0
-473.0,-2828.0
449.0,2704.0
-914.0,-5474.0
154.0,934.0
-654.0,-3914.0
-586.0,-3506.0
-980.0,-5870.0
868.0,5218.0
-211.0,-1256.0
-111.0,-656.0
171.0,1036.0
411.0,2476.0
-802.0,-4802.0
-252.0,-1502.0
560.0,3370.0
-697.0,-4172.0
-180.0,-1070.0
-756.0,-4526.0
364.0,2194.0
-453.0,-2708.0
-677.0,-4052.0
-226.0,-1346.0
-344.0,-2054.0
-220.0,-1310.0
-307.0,-1832.0
-826.0,-4946.0
-228.0,-1358.0
454.0,2734.0
-521.0,-3116.0
-256.0,-1526.0
349.0,2104.0
-326.0,-1946.0
933.0,5608.0
-274.0,-1634.0
156.0,946.0
-596.0,-3566.0
800.0,4810.0
371.0,2236.0
447.0,2692.0
434.0,2614.0
-958.0,-5738.0
666.0,4006.0
601.0,3616.0
609.0,3664.0
139.0,844.0
167.0,1012.0
419.0,2524.0
-869.0,-5204.0
171.0,1036.0
-91.0,-536.0
544.0,3274.0
-861.0,-5156.0
-676.0,-4046.0
316.0,1906.0
394.0,2374.0
-930.0,-5570.0
405.0,2440.0
63.0,388.0
821.0,4936.0
-515.0,-3080.0
-881.0,-5276.0
67.0,412.0
-676.0,-4046.0
665.0,4000.0
744.0,4474.0
748.0,4498.0
-358.0,-2138.0
684.0,4114.0
330.0,1990.0
431.0,2596.0
-118.0,-698.0
-365.0,-2180.0
-691.0,-4136.0
-823.0,-4928.0
-299.0,-1784.0
-397.0,-2372.0
-401.0,-2396.0
575.0,3460.0
906.0,5446.0
-736.0,-4406.0
11.0,76.0
-892.0,-5342.0
-757.0,-4532.0
379.0,2284.0
-316.0,-1886.0
965.0,5800.0
-638.0,-3818.0
717.0,4312.0
233.0,1408.0
762.0,4582.0
-984.0,-5894.0
181.0,1096.0
-302.0,-1802.0
455.0,2740.0
-525.0,-3140.0
639.0,3844.0
793.0,4768.0
301.0,1816.0
295.0,1780.0
-624.0,-3734.0
-541.0,-3236.0
-356.0,-2126.0
-809.0,-4844.0
829.0,4984.0
-757.0,-4532.0
-702.0,-4202.0
658.0,3958.0
45.0,280.0
936.0,5626.0
-521.0,-3116.0
-645.0,-3860.0
341.0,2056.0
-10.0,-50.0
-939.0,-5624.0
606.0,3646.0
-704.0,-4214.0
-60.0,-350.0
-384.0,-2294.0
-106.0,-626.0
-871.0,-5216.0
113.0,688.0
-64.0,-374.0
473.0,2848.0
96.0,586.0
-880.0,-5270.0
939.0,5644.0
533.0,3208.0
-494.0,-2954.0
940.0,5650.0
978.0,5878.0
-497.0,-2972.0
-155.0,-920.0
-602.0,-3602.0
-470.0,-2810.0
473.0,2848.0
-56.0,-326.0
-750.0,-4490.0
-582.0,-3482.0
413.0,2488.0
-749.0,-4484.0
284.0,1714.0
-320.0,-1910.0
135.0,820.0
-517.0,-3092.0
-709.0,-4244.0
402.0,2422.0
305.0,1840.0
395.0,2380.0
-663.0,-3968.0
-193.0,-1148.0
-171.0,-1016.0
-313.0,-1868.0
-733.0,-4388.0
676.0,4066.0
751.0,4516.0
345.0,2080.0
373.0,2248.0
-392.0,-2342.0
-475.0,-2840.0
-802.0,-4802.0
410.0,2470.0
-768.0,-4598.0
-99.0,-584.0
713.0,4288.0
-111.0,-656.0
663.0,3988.0
783.0,4708.0
121.0,736.0
491.0,2956.0
-937.0,-5612.0
-179.0,-1064.0
504.0,3034.0
-781.0,-4676.0
293.0,1768.0
796.0,4786.0
276.0,1666.0
-706.0,-4226.0
-494.0,-2954.0
604.0,3634.0
932.0,5602.0
-144.0,-854.0
-522.0,-3122.0
-697.0,-4172.0
455.0,2740.0
53.0,328.0
607.0,3652.0
-294.0,-1754.0
-870.0,-5210.0
-161.0,-956.0
-840.0,-5030.0
-226.0,-1346.0
-633.0,-3788.0
152.0,922.0
204.0,1234.0
348.0,2098.0
853.0,5128.0
697.0,4192.0
-187.0,-1112.0
291.0,1756.0
-584.0,-3494.0
101.0,616.0
983.0,5908.0
